n1,n2,loan_id,user,market,collateral_deposited,went_below_sl,went_into_sl,sl_max_depth,went_below_then_above_sl,into_then_above_sl,time_in_sl,time_below_sl,total_loan_time,initial_debt,loan_start_time,loan_start_block,loan_end_time,loan_end_block,should_be_liquidated,end_debt
-34,-31,30,0xA79dcC39b4e7c647939112B68fB2f3dF3E988647,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,2.88046796,True,True,1.0,True,True,1569528,1133604,3296712,97698.54235887628,1704222683,18921691,1707519395,19193686,False,77355.12276422957
2,5,2,0x66ecb0E187251d38F506bbD16Bf5C370CfB28b2B,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,1.69221034,True,True,1.0,True,True,2707200,5745600,10817892,44847.85009365456,1689306215,17689406,1700124107,18583321,False,51156.97248433684
-100,-97,6,0x494FBCf6AB69609732B4c97462FAc7f7cb717015,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.75449278,True,True,1.0,True,True,705708,72000,1545060,63855.60487828545,1732170179,21234290,1733715239,21362281,False,58913.44648231596
-97,-94,9,0x494FBCf6AB69609732B4c97462FAc7f7cb717015,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.75449278,True,True,1.0,True,True,1094412,28800,2733792,58099.708036421725,1734755819,21448540,1737489611,21675111,False,53403.864123708736
-73,-70,14,0xd90B100fb849589fEE08FD53a030Aa815EdBa632,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.1339483,True,True,1.0,True,True,201540,417660,640200,8591.78642260583,1730231867,21073531,1730872067,21126619,False,8007.485022411301
-99,-96,27,0xd90B100fb849589fEE08FD53a030Aa815EdBa632,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.45332767,True,True,0.9474054799957675,True,True,417600,43200,895536,37460.11059207614,1732475735,21259630,1733371271,21333774,False,35461.47895150838
-105,-102,33,0xd90B100fb849589fEE08FD53a030Aa815EdBa632,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.55295199,True,True,1.0,True,True,417588,2318400,2990280,45828.23693501665,1734499331,21427300,1737489611,21675111,False,31726.75909042396
-17,-14,2,0xacE170728441ef0D0D205AFb2F96774C93674c7E,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,1.74444504,True,True,0.9918552427304441,True,True,162792,14400,988104,39726.34291978811,1699530239,18534168,1700518343,18615894,False,29000.0
-33,-30,4,0xacE170728441ef0D0D205AFb2F96774C93674c7E,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,1.73608071,True,True,1.0,True,True,633876,28800,883596,45468.6046940054,1703427215,18856145,1704310811,18928966,False,40634.76820803471
-64,-61,2,0xBe0100Cacb97F3f728F55548AA914bF90E14A501,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.1201883,True,True,1.0,True,True,231816,201600,1070856,6623.435602319004,1714331135,19756084,1715401991,19844727,False,11354.0
-53,-50,1,0x8bc11730A57A8d51df6bd5F5ed0d945e7b338190,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.5158508,True,True,1.0,True,True,244800,14400,1736004,25807.0,1718786543,20124960,1720522547,20268772,False,19314.83652308747
-48,-45,4,0x7c41fD9F29a0dC252696789Fc21d2802a6d6DAbC,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.71506839,True,True,1.0,True,True,49356,37044,332448,34793.67553738161,1722589139,20440119,1722921587,20467695,False,16065.279599777758
-72,-69,7,0xCCf8e5d5e5E63e1A1dA296B3B95936edbE061CE7,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,1.86398512,True,True,1.0,True,True,345600,100800,1296780,107187.34250529097,1710095663,19406515,1711392443,19513354,False,101701.09495133975
-76,-73,8,0xCCf8e5d5e5E63e1A1dA296B3B95936edbE061CE7,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,1.86398512,True,True,1.0,True,True,532800,242604,8704164,101701.09495133975,1711392443,19513354,1720096607,20233491,False,10000.0
-28,-25,1,0xa109C003723682Df43c3EFf2359EF42aea458052,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.05,True,True,1.0,True,True,590400,302400,6098292,1835.0,1701843755,18725468,1707942047,19228540,False,2121.850837551259
-48,-45,2,0xa109C003723682Df43c3EFf2359EF42aea458052,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.05,True,True,1.0,True,True,619200,28800,28599060,2121.850837551259,1707942047,19228540,1736541107,21596483,False,2191.384520870458
-97,-94,1,0x60500b463dfA7d216EE315C18E33E7F12D8C7Fe7,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.15986248,True,True,1.0,True,True,489600,28800,1198548,13609.0,1736114879,21561157,1737313427,21660501,False,13626.18026592515
-51,-48,16,0x1389b6B56a00f18EaB28E3668B21aCeAde3F8fEf,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.54757777,True,True,1.0,True,True,360000,230400,1017840,25872.45827215141,1725128675,20650623,1726146515,20735030,False,24979.785955729978
-70,-67,7,0x98d08213546e292e26ffcD954D2441f6Ac5aD7f0,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.82549131,True,True,1.0,True,True,1536828,1443984,6392376,47307.56601234676,1709618543,19367044,1716010919,19895114,False,29022.976413534714
-47,-44,13,0x98d08213546e292e26ffcD954D2441f6Ac5aD7f0,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.83412915,True,True,1.0,True,True,72000,14400,4289748,29000.863902033714,1719239087,20162419,1723528835,20518074,False,27350.815726108805
-54,-51,7,0xbd5E0a1070a86EeBCC849818f2670bfA949608AF,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,4.07199788,True,True,1.0,True,True,777444,446556,2020272,74704.69845847099,1724817263,20624829,1726837535,20792284,False,102407.06828151432
-61,-58,9,0xbd5E0a1070a86EeBCC849818f2670bfA949608AF,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,4.58636049,True,True,1.0,True,True,832344,345600,2611272,103695.93819543501,1727682467,20862369,1730293739,21078660,False,157715.49787758247
-72,-69,10,0xbd5E0a1070a86EeBCC849818f2670bfA949608AF,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,5.33790536,True,True,1.0,True,True,269472,230400,576420,157715.49787758247,1730293739,21078660,1730870159,21126461,False,162645.1460607253
-102,-99,16,0xbd5E0a1070a86EeBCC849818f2670bfA949608AF,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,5.47180293,True,True,1.0,True,True,1165740,216000,1892304,212101.4511008289,1732263071,21241992,1734155375,21398769,False,125040.10928679156
